candidate_key,phase,parameter,canonical_parameter,simulator_field,estimate_value,distribution_reference,units,frequency,regime,collateral,uncertainty,sample_size,provenance_class,source_dataset,estimator,original_status,review_status,recommended_treatment,adoption_gate,original_candidate_sha256,source_registry,source_registry_sha256,notes
phase2b:004,2B,collateral_ratio_mean,4.2.6,SimulationConfig.collateral_ratio_mean,15.160134900552466,"{""log_mean"": 1.8389113086348199, ""median"": 4.455996923360745, ""winsorised_q99_mean"": 11.536018781777084}",dimensionless collateral-value/debt multiple,opening boundary,quiet_mature,six target ilks pooled for current global scalar,"[11.858675148244732, 19.562662480878174]",1886,empirical_review,quiet and USDC/SVB opening/closing vault-state CSVs,Mean among active indebted vaults with valid ratios,provisional_distribution_choice,provisional_distribution_choice,Global scalar supported; exact-ilk distributions are not,Review upper-tail influence and liquidation-ratio heterogeneity,,data/processed/estimation/phase2b_vaults/phase2b_parameter_candidates.json,f345ded318fe5fb18c36106e4812dff8e1d64edd1bba9fd9b2b090522d0f0049,Representative windows are regime-conditional and purposive; candidate is not an unconditional historical frequency.
phase2b:005,2B,collateral_ratio_std,4.2.7,SimulationConfig.collateral_ratio_std,91.15871291040759,"{""interquartile_range"": 10.142708424783745, ""log_std"": 1.0416364811994756, ""winsorised_q99_std"": 16.668528065185914}",dimensionless collateral-value/debt multiple,opening boundary,quiet_mature,six target ilks pooled for current global scalar,"[20.676341317140803, 144.28163188155492]",1886,empirical_review,quiet and USDC/SVB opening/closing vault-state CSVs,Sample standard deviation among valid ratios,provisional_distribution_choice,provisional_distribution_choice,Global scalar supported; exact-ilk distributions are not,Review upper-tail sensitivity and lower-tail fit after generator clipping,,data/processed/estimation/phase2b_vaults/phase2b_parameter_candidates.json,f345ded318fe5fb18c36106e4812dff8e1d64edd1bba9fd9b2b090522d0f0049,Representative windows are regime-conditional and purposive; candidate is not an unconditional historical frequency.
phase2b:006,2B,min_collateral_ratio_buffer,4.2.8,generate_*_vaults(min_collateral_ratio_buffer),0.4927578319238673,"{""q01"": 0.19071164996105142, ""q10"": 0.6848860308224369, ""relative_q05"": 0.31596227969327667, ""sample_minimum"": 0.06540720304908132}",absolute dimensionless ratio above liquidation threshold,opening boundary,quiet_mature,six target ilks normalised by exact threshold,"[0.422144732390789, 0.5318617044495484]",1886,empirical_review,quiet and USDC/SVB opening/closing vault-state CSVs,"Empirical lower-tail q05, not literal sample minimum",provisional_distribution_choice,provisional_distribution_choice,Global absolute scalar supported; collateral-specific and relative buffers are not,Bootstrap the q05 itself and review exact-ilk alternatives before adoption,,data/processed/estimation/phase2b_vaults/phase2b_parameter_candidates.json,f345ded318fe5fb18c36106e4812dff8e1d64edd1bba9fd9b2b090522d0f0049,"Representative windows are regime-conditional and purposive; candidate is not an unconditional historical frequency. The field is a simulator safeguard, not the protocol liquidation ratio."
phase2b:007,2B,max_normal_liquidatable_share,4.5.4,ConfidenceConfig.max_normal_liquidatable_share,0.0,"{""active_indebted_denominator_maximum"": 0.0, ""maximum"": 0.0, ""q90"": 0.0, ""q99"": 0.0}",share of all active vaults,all 696 hourly snapshots,quiet_mature,six target ilks,"[0.0, 0.0]",696,empirical_review,"opening state, in-window mutations, sparse rates, Phase 1A prices and Phase 1D liquidation ratios",Ninety-fifth percentile of reconstructed hourly share,ready_for_review,ready_for_review,direct global scalar support,Validate classification sensitivity outside the quiet window,,data/processed/estimation/phase2b_vaults/phase2b_parameter_candidates.json,f345ded318fe5fb18c36106e4812dff8e1d64edd1bba9fd9b2b090522d0f0049,Representative windows are regime-conditional and purposive; candidate is not an unconditional historical frequency. Liquidatable state is distinct from Bark or grab execution.
phase2b:008,2B,max_stress_liquidatable_share,4.5.5,ConfidenceConfig.max_stress_liquidatable_share,0.0005775460206379942,"{""classifier_stress_maximum"": 0.0011855364552459987, ""classifier_stress_q99"": 0.0010638030014861334, ""full_named_window_q95"": 0.0, ""unconstrained_classifier_stress_q95"": 0.0005775460206379942}",share of all active vaults,Phase 2A classifier-stress hours within USDC/SVB,stress,six target ilks,"[0.0, 0.0008886255924170616]",42,empirical_review,"opening state, in-window mutations, sparse rates, Phase 1A prices, Phase 1D ratios and frozen Phase 2A classifier","Ninety-fifth percentile of reconstructed hourly share, constrained not below the normal candidate",ready_for_review,ready_for_review,direct global scalar support,Terra/CeFi stress-tail validation remains required before adoption,,data/processed/estimation/phase2b_vaults/phase2b_parameter_candidates.json,f345ded318fe5fb18c36106e4812dff8e1d64edd1bba9fd9b2b090522d0f0049,Representative windows are regime-conditional and purposive; candidate is not an unconditional historical frequency. The FTX interval was not used. Liquidatable state is distinct from observed liquidation execution.
phase2c:000,2C,max_close_factor,4.4.5,LiquidationConfig.max_close_factor / CollateralConfig.max_close_factor,1.0,,fraction of pre-liquidation vault debt,Terra/CeFi,Terra/CeFi,six ilks; optional collateral override exists,exact degenerate distribution; structural uncertainty is the protocol-transition versus simulator-stage mapping,649,empirical_review,full unsafe-position transition by Vat.grab,abs(grab.dart) / pre-grab art using exact integer values,protocol_value_ready_for_review,protocol_value_ready_for_review,compatible only at protocol close stage; not keeper throughput or per-Take execution size,explicit model-design decision to retain the one-stage liquidation abstraction and backward-compatibility review,,data/processed/estimation/phase2c_liquidations/phase2c_parameter_candidates.json,6487b22a7cbfa3acc6bcdd5e2df5cff6473431f247065f1d6c6e6495ccef067e,No candidate was adopted; all 649 usable values equal 1.0.
phase2c:001,2C,auction_execution_fraction,interface:auction_execution,auction_execution.missing,auction_execution_fractions.csv,auction_execution_fractions.csv,fraction of initial auction tab or lot,Terra/CeFi,Terra/CeFi,six exact ilks,empirical distribution; state reconciliation flags retained,676,empirical_review,debt and collateral progressed per Clipper Take,decoded remaining state difference and owe per Take,blocked_by_model_interface,blocked_by_model_interface,distinct from max_close_factor,new auction-execution distribution field,,data/processed/estimation/phase2c_liquidations/phase2c_parameter_candidates.json,6487b22a7cbfa3acc6bcdd5e2df5cff6473431f247065f1d6c6e6495ccef067e,Zero-Take and incomplete auctions remain explicit.
phase2c:002,2C,max_liquidations_per_step,4.4.6,LiquidationConfig.max_liquidations_per_step,liquidation_sequence_estimates.csv,liquidation_sequence_estimates.csv,liquidations per hourly simulation step,Terra/CeFi,Terra/CeFi,shared global capacity; exact-ilk concentration retained,sequence/day dependence; raw empirical distribution preferred,649,empirical_review,hourly grab throughput and positive sequence counts,empirical hourly counts and 54 one-hour-gap sequences,provisional_distribution_choice,provisional_distribution_choice,compatible only after scalar reduction,choose scalar sensitivity or add regime distribution,,data/processed/estimation/phase2c_liquidations/phase2c_parameter_candidates.json,6487b22a7cbfa3acc6bcdd5e2df5cff6473431f247065f1d6c6e6495ccef067e,54 sequences; do not treat max_close_factor as this capacity control.
phase2c:003,2C,liquidation_arrival_process,interface:liquidation_arrival,liquidation_arrival.missing,hurdle + empirical positive counts,hurdle + empirical positive counts,hourly occurrence probability and conditional count,Terra/CeFi,Terra/CeFi,global; ilk concentration diagnostic,one purposive stress window; no complex Hawkes fit,1104,empirical_review,quiet-hour hurdle and clustered positive grab counts,"empirical zero mass, overdispersion and sequence distribution",blocked_by_model_interface,blocked_by_model_interface,not present in current model,new distribution interface and cross-window review,,data/processed/estimation/phase2c_liquidations/phase2c_parameter_candidates.json,6487b22a7cbfa3acc6bcdd5e2df5cff6473431f247065f1d6c6e6495ccef067e,Poisson is not preferred; a transparent hurdle is recommended.
phase2c:004,2C,max_stress_liquidatable_share,4.5.5,ConfidenceConfig.max_stress_liquidatable_share,"{""moderate_usdc_svb_q95"": 0.0005775460206379942, ""terra_cefi_maximum"": 0.0284697508896797, ""terra_cefi_q95"": 0.001852517548856703}",,share of all active vaults,labelled hierarchy: moderate USDC/SVB and severe Terra/CeFi,labelled hierarchy: moderate USDC/SVB and severe Terra/CeFi,global primary; exact-ilk diagnostics,"{""terra_q95_day_block_interval"": [0.0004661399314760731, 0.004080066315158479]}",1104,empirical_review,hourly liquidatable urns divided by all active urns,hourly empirical q95 and maximum with day-block interval,provisional_distribution_choice,provisional_distribution_choice,scalar interface cannot preserve severity hierarchy,choose declared stress severity or add regime-specific threshold,,data/processed/estimation/phase2c_liquidations/phase2c_parameter_candidates.json,6487b22a7cbfa3acc6bcdd5e2df5cff6473431f247065f1d6c6e6495ccef067e,Retain 0.000577546 as moderate-stress evidence; do not pool labelled windows or supersede it silently.
phase2c:005,2C,min_collateral_ratio_buffer,4.2.8,generate_*_vaults.min_collateral_ratio_buffer,0.4927578319238673,,absolute collateral-ratio difference,quiet normal initialisation; Terra/CeFi is stress validation,quiet normal initialisation; Terra/CeFi is stress validation,global scalar with exact-ilk review,Phase 2B urn-cluster interval; Terra tail shown separately,3388,empirical_review,lower tail of opening collateral-ratio buffer,quiet opening q05 retained from Phase 2B,ready_for_review,ready_for_review,direct for normal initialisation only,review clipping and collateral-specific sensitivity,,data/processed/estimation/phase2c_liquidations/phase2c_parameter_candidates.json,6487b22a7cbfa3acc6bcdd5e2df5cff6473431f247065f1d6c6e6495ccef067e,Do not replace with the Terra minimum or use it as stress dynamics.
phase2c:006,2C,auction_duration,interface:auction_execution,auction_duration.missing,auction_execution_fractions.csv,auction_execution_fractions.csv,seconds,Terra/CeFi,Terra/CeFi,six exact ilks,bounded Phase 1C lifecycle and decoded state limitations,581,empirical_review,Bark-to-completion milestone times,elapsed time from Bark to cumulative debt milestones,descriptive_only,descriptive_only,cannot be represented by current one-stage model,explicit multi-stage auction mechanics,,data/processed/estimation/phase2c_liquidations/phase2c_parameter_candidates.json,6487b22a7cbfa3acc6bcdd5e2df5cff6473431f247065f1d6c6e6495ccef067e,"Descriptive review only; no simulator mechanics changed. | Known source-registry inconsistency: this registry preserves sample size 581, whereas the durable auction identity (clipper_contract, auction_id) and the Phase 2C report establish 649 auctions. Preserve the registry value here; do not use the duration sample size for adoption until a separately authorised registry regeneration."
